Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Ghana,2.883239595,2.89600409,2.890407572,2.855531286,2.785186073,2.694865393,2.601561079,2.52470467,2.471692902,2.449490386,2.449526332,2.447184688,2.458459468,2.484618189,2.517455761,2.554408108,2.5799944,2.578727625,2.54383881,2.487041563,2.424369788,2.369475311,2.323851599,2.291780693,2.268814549,2.246599268,2.22053243,2.192828837,
Gibraltar,-0.137141311,-0.429782848,-0.629085065,-0.57376494,-0.254901756,0.314169281,0.967699139,1.497141652,1.816240643,1.77909442,1.675241399,1.569792376,1.40126332,1.139239296,0.879864173,0.594275115,0.298802027,0.125231098,0.017877361,0.059568133,0.080360735,0.101103223,0.136624216,0.097898164,0.032611435,0.002964149,-0.026680501,-0.029653353,
Guinea,2.952475994,2.834873683,2.733538465,2.661220527,2.632091981,2.627318597,2.635754789,2.622057854,2.560313058,2.282782176,2.117416133,1.987849488,1.926553518,1.953244988,2.03871433,2.148575191,2.238929422,2.291532239,2.290858042,2.259470138,2.215186971,2.19781536,2.235254811,2.342417883,2.48970209,2.644487343,2.765010865,2.833136353,
Gambia  The,4.271427654,3.806921449,3.44583105,3.197744901,3.095268431,3.092130547,3.098474998,3.081926914,3.083834438,3.127234728,3.164904077,3.197207573,3.200064519,3.163525929,3.106160117,3.043371713,2.996114606,2.970180788,2.974008271,2.995405745,3.018401286,3.030426733,3.034826759,3.026045177,3.008473803,2.988605658,2.968565918,2.946722281,
Guinea-Bissau,2.226160605,2.256907618,2.262678102,2.236094899,2.173119626,2.088791607,1.998441732,1.932622403,1.911919853,2.032501418,2.125341539,2.204106943,2.273916047,2.325045806,2.365272756,2.39870954,2.43543698,2.476478494,2.52396916,2.573083429,2.618127055,2.651065872,2.660769355,2.645231787,2.610508916,2.570575611,2.532080949,2.493771961,
Equatorial Guinea,3.044041827,3.20786718,3.275531748,3.378923338,3.496244008,3.621794692,3.769872487,3.91701608,4.024829235,4.110344072,4.11821521,4.142757429,4.205674188,4.315961875,4.444830589,4.558845912,4.631807058,4.654911278,4.626119686,4.557382417,4.477741442,4.394863172,4.291977218,4.172454906,4.042030141,3.911232347,3.780716547,3.654506773,
Greece,1.057808012,1.200352537,0.763882722,0.588261919,0.500703438,0.467197289,0.440670531,0.493267145,0.554211903,0.409041838,0.519884464,0.366566462,0.238643175,0.247413543,0.293249074,0.300331801,0.254757582,0.265457837,0.263026401,0.128880433,-0.147951277,-0.540752951,-0.725120807,-0.66611329,-0.658861361,-0.415913028,-0.197783225,-0.251471725,
Grenada,-0.613698855,0.133823694,0.728214968,1.090110337,1.135743196,0.937694709,0.708437105,0.558826145,0.445999521,0.390714939,0.403723338,0.372191475,0.35735136,0.32829088,0.300467194,0.25954956,0.24461875,0.252556556,0.315273995,0.418825074,0.528567764,0.606792314,0.671566786,0.67443316,0.637985514,0.602203221,0.554413883,0.52175283,
Greenland,0.541029273,-0.18001805,-0.361011222,-0.180995525,0.542006747,0.539084863,0.179051077,0.178731057,0.178412179,0.178094437,0.266548359,0.458574268,0.275195545,0.256870545,0.04216222,-0.283179181,-0.386485847,-0.402186877,-0.008876974,1.028023326,-0.026363197,-0.140721219,-0.577265865,-0.333398667,-0.322038549,0.128227978,-0.026700606,-0.26025898,
Guatemala,2.329959735,2.341345854,2.347712905,2.342909992,2.323262246,2.295367826,2.262581971,2.238010689,2.233102129,2.287977379,2.326255366,2.352842631,2.36059488,2.343802411,2.310407043,2.272339068,2.238733235,2.209666594,2.187979669,2.170655391,2.152851204,2.130983777,2.106192625,2.077687195,2.046250883,2.013931786,1.981532621,1.948798636,
Guam,2.294638748,2.330055421,2.319437929,2.261135717,2.111747853,1.913618733,1.702235428,1.503565962,1.304797413,0.889808705,0.687777388,0.494297463,0.343609119,0.243178153,0.190203626,0.155180602,0.125356321,0.118911689,0.119398497,0.136818674,0.155419664,0.190185488,0.256552046,0.378940355,0.518477695,0.676102623,0.812883412,0.901084422,
Guyana,-0.305730532,0.156608892,0.552953837,0.737586409,0.62814144,0.315093075,-0.065173718,-0.372013216,-0.554591208,-0.395485914,-0.2022896,-0.055973344,0.047518948,0.079684486,0.057108387,0.024120506,0.017550711,0.045938803,0.120572634,0.229502209,0.345263366,0.447252918,0.513111451,0.53787404,0.52939348,0.511309291,0.49851809,0.486803065,
Honduras,2.878416286,2.850591078,2.824962111,2.81497548,2.824691985,2.843580644,2.862721962,2.867356127,2.84880678,2.734716347,2.662582556,2.592802294,2.523064126,2.45520236,2.388293415,2.323164348,2.256419967,2.184288936,2.105493627,2.024510729,1.943145198,1.869298244,1.810108271,1.769416748,1.741494121,1.717638855,1.692228879,1.667103614,
Croatia,0.211805086,-1.866573531,-2.443855137,0.537147004,1.114544311,-0.690119514,-1.371540059,-0.487835515,-0.061431194,-0.986434859,-3.847670727,0.058871291,0.028469923,0.027904279,0.128732789,0.023523124,-0.02185266,-0.011879458,-0.105027517,-0.226821271,-0.345264228,-0.305655945,-0.278509063,-0.407343185,-0.824099164,-0.698383457,-1.200610165,-0.855405633,
Haiti,2.011624936,1.979310739,1.943571018,1.910670592,1.880569467,1.852983751,1.827107674,1.802055672,1.776663746,1.725004718,1.69881887,1.67407307,1.653508842,1.637876005,1.624945682,1.612725475,1.598145448,1.580356023,1.557952965,1.53214301,1.506269837,1.480132666,1.450208242,1.416131147,1.379519207,1.341320934,1.305066708,1.273996399,
Hungary,-1.033117297,-0.005668183,-0.039136583,-0.114035594,-0.136883104,-0.139220004,-0.171771609,-0.201458936,-0.232679337,-0.259764908,-0.229379183,-0.284751377,-0.286433268,-0.221439379,-0.198878843,-0.155716485,-0.154915158,-0.175097367,-0.154908814,-0.226013876,-0.283360436,-0.516437607,-0.275368757,-0.269378767,-0.237855002,-0.295110605,-0.265860932,-0.19615739,
Indonesia,1.782055536,1.736904282,1.690942833,1.643704881,1.593867908,1.543735254,1.49534171,1.4527283,1.418767471,1.379909528,1.368094549,1.357351258,1.348842378,1.341877472,1.33630105,1.329580868,1.32383679,1.323330908,1.329218178,1.337774157,1.347997889,1.351892192,1.340921601,1.310876905,1.267465577,1.219765616,1.175102592,1.133769861,
Isle of Man,1.47747466,0.897832272,0.452928629,0.243899141,0.325671723,0.653724371,1.030289993,1.324919877,1.469181561,1.229239629,0.985497229,0.788359497,0.720095731,0.80301434,0.982332317,1.212961217,1.37210219,1.325991607,1.034056532,0.568448583,0.034169303,-0.416718917,-0.661094694,-0.582813478,-0.304699076,0.063655637,0.372712179,0.571344927,
India,2.076088739,2.039729635,2.003177618,1.97063456,1.943244886,1.918940549,1.89521886,1.869172711,1.839658073,1.768125412,1.728767638,1.689562681,1.651490906,1.61530759,1.57971029,1.545696178,1.50922207,1.46489008,1.4105823,1.350339045,1.28857558,1.231622928,1.18301607,1.145623988,1.116633091,1.08988008,1.062597394,1.03732336,1.03732336
Ireland,0.084413021,0.574927781,0.682256778,0.499840487,0.394187639,0.512695055,0.791271347,1.002814735,1.043076836,1.333042666,1.59215149,1.685148857,1.628950962,1.828313818,2.178703014,2.696005644,2.890960005,2.038708011,1.015663276,0.544884384,0.436072439,0.423743803,0.526556159,0.731001377,0.944845307,1.128834064,1.088675561,0.954742911,
Iran  Islamic Rep.,2.777836171,2.302375559,1.891421037,1.592204252,1.440999844,1.396445068,1.377543426,1.341619,1.314685246,1.261323234,1.250400578,1.249787567,1.237968733,1.208619811,1.169424021,1.129472295,1.101862154,1.093200579,1.108950735,1.142144939,1.175824658,1.205151389,1.239418332,1.278126816,1.316350598,1.356248244,1.385380473,1.386479705,
Iraq,2.465192822,2.664360506,2.828758383,2.957299273,3.035763591,3.074156508,3.096742306,3.109960929,3.098707676,3.004659173,2.979294266,2.945827753,2.818021457,2.576587583,2.285938465,1.934347802,1.673193853,1.685735606,2.048283545,2.618942811,3.252703811,3.720640652,3.896253775,3.714855313,3.316223191,2.877254128,2.540874669,2.318464028,
Iceland,0.777662199,1.15914942,1.256632077,1.016811928,0.866835947,0.542467998,0.539913017,0.819197091,1.070859043,1.369192833,1.329295255,0.892596377,0.69249762,0.877936158,1.582891978,2.34742243,2.530085489,1.859572171,0.341241979,-0.143903,0.305468368,0.532100735,0.9458859,1.112504755,1.041940387,1.388081496,2.345582676,2.919685018,
Israel,3.094603009,6.017008783,3.455466899,2.658091779,2.589262849,2.668286957,2.616505943,2.498395043,2.28687869,2.642331913,2.357117299,2.014058394,1.805519759,1.767623642,1.762897661,1.767805874,1.776100869,1.776579106,2.390207338,1.82675241,1.848077862,1.846151321,1.866052895,1.919543799,1.981288976,1.960348962,1.938725674,1.937879943,
Italy,0.083708573,0.069231189,0.067924433,0.061135853,0.020372074,0.001588562,0.028104408,0.05290695,0.028774016,0.045303631,0.056167601,0.148916429,0.444507313,0.647182705,0.491389108,0.300559689,0.504933687,0.662469253,0.45561345,0.307591222,0.171978291,0.26954124,1.159251117,0.917504096,-0.096376133,-0.169884073,-0.149861117,-0.174304004,
Jamaica,0.681766636,0.799635479,0.886263059,0.951635185,0.979737188,0.978362092,0.978966837,0.983138282,0.961224966,0.83315911,0.750594162,0.676028327,0.614260869,0.573306846,0.54850826,0.524315914,0.500486864,0.491847719,0.500600485,0.521664591,0.548898908,0.571731466,0.581564956,0.572985316,0.550974945,0.524973438,0.50162356,0.47823514,
Jordan,4.78353187,5.313719152,5.614585994,5.475797133,4.850139718,3.967183054,3.090048062,2.414943174,1.949182856,1.787101363,1.834569219,1.901746964,2.167663534,2.655147125,3.268279206,3.843317915,4.307743286,4.702766143,5.009055408,5.204766722,5.382885713,5.431586568,5.172912275,4.583580445,3.811240004,3.028091537,2.356016488,1.792156922,
Japan,0.341370597,0.310355946,0.248237081,0.246819413,0.340685789,0.381789601,0.25318888,0.238271218,0.27172961,0.167275578,0.240952588,0.232527187,0.213980949,0.033662258,0.009392097,0.063373589,0.114908848,0.048425395,-0.012494631,0.017960542,-0.185226486,-0.159710676,-0.144271883,-0.132694222,-0.106124994,-0.115284177,-0.164484036,-0.202670345,
Kazakhstan,0.604342663,0.625030618,-0.069353244,-0.66327745,-1.450853619,-1.752259011,-1.514558064,-1.579964178,-1.726094321,-0.300549816,-0.170069526,0.004125545,0.336402206,0.694922853,0.888891382,1.057664776,1.143857766,1.21836561,2.637004543,1.413271477,1.431506409,1.408676972,1.439445441,1.472676743,1.461484685,1.42204614,1.360381269,1.314780146,
Kenya,3.384345997,3.304696282,3.22760537,3.148732286,3.06803937,2.989260583,2.914286538,2.848934797,2.798516498,2.745984467,2.728033491,2.712391179,2.709600176,2.720796213,2.739229463,2.757906955,2.768559996,2.767253963,2.750846669,2.722585637,2.693732572,2.66270486,2.618524437,2.55944065,2.491936871,2.421143197,2.356812573,2.305948675,
Kyrgyz Republic,1.924484883,1.635307708,1.153816119,0.028786218,-0.035430369,0.998300396,1.480089704,1.458502175,1.534038154,1.191125924,0.948856614,0.917899317,1.048444924,1.210105425,1.127864459,1.075051294,0.953586964,0.950220145,1.207265644,1.192864429,1.216890729,1.665236559,1.984738667,2.006107899,2.059025966,2.037224422,1.933647156,1.879550296,
Cambodia,3.218301299,3.435364223,3.538535244,3.540565689,3.422605222,3.225591011,3.020500148,2.833775859,2.637006602,2.236050134,2.03722363,1.855404003,1.713676066,1.62260232,1.570923651,1.527856858,1.489499886,1.479300731,1.499593573,1.539208139,1.588817643,1.630429697,1.64984965,1.638083897,1.603706854,1.565227051,1.530261745,1.490355371,
Kiribati,2.159899117,1.768794574,1.446899105,1.262626256,1.252099883,1.36407263,1.506802608,1.614215703,1.692849388,1.701680563,1.706993194,1.681779592,1.737298151,1.855808443,1.997615982,2.162211648,2.288568473,2.288002803,2.172441727,1.959279184,1.734651379,1.555706939,1.41886073,1.381643013,1.397075206,1.426716047,1.441692152,1.468690124,
St. Kitts and Nevis,-0.235694104,0.297626649,0.784453182,1.070496096,1.164939702,1.092123507,0.948569485,0.888332202,0.852749867,1.04918397,1.184139782,1.261101335,1.27819056,1.255582912,1.144022522,1.023406953,0.923080243,0.84824868,0.855518526,0.854382086,0.875461346,0.885905889,0.886074168,0.876322308,0.841371154,0.82079272,0.810267769,0.757999916,
Korea  Rep.,0.985130494,0.989785982,1.039161356,1.015821437,1.006157245,1.006200855,0.952779422,0.937713809,0.721865018,0.836180864,0.767241775,0.577957277,0.518321453,0.396331437,0.211997784,0.52519994,0.505234033,0.759316682,0.514682828,0.498225084,0.768971759,0.525713661,0.455218622,0.628149861,0.527288497,0.451318044,0.42934523,0.327939403,
Kuwait,0.122584821,-3.104372738,,,,,1.296496276,4.999313436,6.828418848,4.678993919,2.80410475,1.590259062,1.145914378,1.782025545,3.118608063,4.457107085,5.345891786,5.892757909,6.028276352,5.879590562,5.721612386,5.549848598,5.165338271,4.561042817,3.844181983,3.113053701,2.476711432,1.982439531,
Lao PDR,2.849364709,2.796386946,2.728111378,2.622719007,2.47775852,2.309311825,2.137567433,1.982165599,1.849739206,1.67356146,1.600327521,1.534751208,1.506710686,1.522747766,1.567736845,1.627903424,1.677145842,1.695765498,1.672871607,1.621970051,1.562373505,1.516011911,1.490482499,1.493868185,1.515739448,1.540943466,1.553620994,1.548022991,
Lebanon,2.770924062,4.146172272,5.150527135,5.378932175,4.730001211,3.607654464,2.305312381,1.314048768,0.95474793,2.503561342,3.784653409,4.679654278,4.812037969,4.04180915,2.792219198,1.289649355,0.159356026,-0.054615545,1.008281138,2.867977696,4.910333173,6.263879893,6.567952103,5.713767406,4.225187136,2.69490347,1.490111794,0.54245866,
Liberia,-1.459447095,-1.738263241,-1.905909172,-1.253056935,0.494249077,2.88612331,5.509748793,7.390740118,7.902190372,5.363199244,3.635837846,2.368602914,1.7152445,1.886286234,2.595928712,3.393924383,3.908540976,4.129405005,3.974256763,3.590031659,3.188794759,2.90010564,2.688021909,2.583161272,2.552864685,2.529283132,2.485644197,2.452522593,
Libya,2.457958916,2.395887054,2.319658703,2.216714209,2.07586886,1.916136405,1.750135232,1.611903433,1.527409756,1.541621852,1.580551402,1.600878048,1.604426812,1.58170034,1.537292995,1.510586351,1.482366166,1.395472943,1.23412792,1.032782823,0.799933426,0.611354689,0.549084368,0.657259875,0.88070131,1.1440289,1.354885849,1.47586739,
St. Lucia,1.630375622,1.420810549,1.252877917,1.156520085,1.160530475,1.224184932,1.328374916,1.387192091,1.387165504,1.112534091,0.920910391,0.763927373,0.71142641,0.797904626,0.984532893,1.194668677,1.356095492,1.405028296,1.291539494,1.07651499,0.834603805,0.625800617,0.489611577,0.440124485,0.464437831,0.500070651,0.515820624,0.514822934,
Liechtenstein,1.188035917,1.277024326,1.342164854,1.417843937,1.493380513,1.481121912,1.504174403,1.52587721,1.499848823,1.258488552,1.102864211,0.969887925,0.86990292,0.807266832,0.754720564,0.737629451,0.703836949,0.718654066,0.719124423,0.744555245,0.827262731,0.88331073,0.867454351,0.779431377,0.661376301,0.500480227,0.376368755,0.29058269,
Sri Lanka,1.272186385,1.204529504,1.140230455,1.054375069,0.942024163,0.816986744,0.679463529,0.562526437,0.505996692,0.610655198,0.711764113,0.793974563,0.8439313,0.84492071,0.810825506,0.769526256,0.738897291,0.7128032,0.695753117,0.684554667,0.673547206,0.12899381,0.780301448,0.933207943,0.919811027,1.104983619,1.130220486,1.048392958,
Lesotho,2.206652137,2.251330183,2.255300388,2.216806952,2.122374401,1.98276566,1.862513201,1.729930503,1.486425254,0.645178652,0.144326841,-0.290783611,-0.567219802,-0.616657621,-0.491048834,-0.309830549,-0.151727736,0.010417581,0.150958226,0.27347703,0.410365414,0.557534246,0.669173754,0.732722394,0.759743303,0.773100849,0.787780034,0.796281137,
Lithuania,0.36799903,0.170116869,-0.108586325,-0.474107543,-0.694003963,-0.769728018,-0.760343408,-0.737830358,-0.724436207,-0.70338544,-0.824008723,-0.802765711,-0.812278097,-1.122991275,-1.628401126,-1.596378318,-1.187947957,-1.028483175,-1.110345754,-2.09694342,-2.258463899,-1.341201988,-1.012007368,-0.859827343,-0.940753797,-1.270694533,-1.398322201,-1.383804311,
Luxembourg,1.251745707,1.33968317,1.328347571,1.342387029,1.361840137,1.404742464,1.361143941,1.253502484,1.243870803,1.344082996,1.190456345,1.047660816,1.21520088,1.421332565,1.530054663,1.595051918,1.544386847,1.787496632,1.85177523,1.825405804,2.222660503,2.4015419,2.311176253,2.356978705,2.359951181,2.155311988,2.430976418,1.892314684,
Latvia,-0.142736398,-0.473114694,-1.376795066,-1.971932096,-1.673828701,-1.425810812,-1.126375096,-0.996762289,-0.942918937,-0.963935407,-1.291486944,-1.161838224,-0.966400801,-1.091312956,-1.080571457,-0.917272957,-0.816175507,-1.050939544,-1.651024968,-2.08130509,-1.820767002,-1.240359153,-1.071034803,-0.941743354,-0.818626341,-0.913885332,-0.886215573,-0.811937907,
Morocco,1.838191235,1.809361545,1.769659621,1.711343154,1.627937342,1.529636873,1.431577587,1.346089112,1.274059696,1.18141041,1.148669219,1.121322244,1.107806757,1.109662648,1.123811218,1.139811914,1.158636566,1.190237718,1.23619458,1.289222897,1.346536709,1.393605966,1.415232839,1.403845047,1.368838447,1.32597922,1.287002655,1.250794964,
Monaco,0.452820684,0.623097173,0.816989768,0.93650182,0.954101756,0.919042952,0.904220969,0.915301452,0.878482956,0.947015251,0.999745238,1.029483938,1.052178478,1.041222856,1.018674446,1.020102036,0.975049564,1.000051564,1.010023137,1.08982134,1.150272329,1.203038625,1.20228817,1.134431416,1.055446898,0.92891363,0.842253416,0.7525271,
Moldova,0.406669938,0.2162163,0.053981108,-0.135007446,-0.297659535,-0.404638697,-0.200222133,-0.369846949,-0.040399949,-0.203359857,-0.223626544,-0.231579736,-0.281594716,-0.247449868,-0.24330723,-0.277923569,-0.231747161,-0.190345178,-0.126238295,-0.099864634,-0.057820587,-0.01311889,-0.026776865,-0.060970101,-0.064383615,-0.060624297,-0.077677563,-0.093388678,
Madagascar,2.886200258,2.924293091,2.957769712,2.995996637,3.038715307,3.081080716,3.121640178,3.151818125,3.162060693,3.119708696,3.085857705,3.053493767,3.019969277,2.986676242,2.953901101,2.921158358,2.888251621,2.85559833,2.823486815,2.792666771,2.761889589,2.733967919,2.71321242,2.700996011,2.694213382,2.688183812,2.679883239,2.66961324,
Maldives,3.024330501,2.911607303,2.795794264,2.648054993,2.436230124,2.208445383,1.965301448,1.781606323,1.7332863,2.123695132,2.442388032,2.715105144,2.847383288,2.795858615,2.645060548,2.435311476,2.31865226,2.441248168,2.854753665,3.431139266,3.95667434,4.306004329,4.517333607,4.567409729,4.473007506,4.428363294,4.299186108,3.813136225,
Mexico,1.893125473,1.85244329,1.810739862,1.764754849,1.712699034,1.657597749,1.605744537,1.559440673,1.516092702,1.441087472,1.403960865,1.373013961,1.363786131,1.381467019,1.415822666,1.456207605,1.486064475,1.495369111,1.476757594,1.438141533,1.394792539,1.355289252,1.315560984,1.277676363,1.241177725,1.203251329,1.163967779,1.126421149,
Marshall Islands,3.117632262,2.368545529,1.722538469,1.18294407,0.767650652,0.480770157,0.15050998,-0.164384141,-0.18649689,0.652330929,1.309536698,1.826781184,2.052497732,1.890135209,1.425288859,0.91691703,0.507969398,0.219202583,0.135202468,0.206009876,0.292302041,0.328482918,0.388896711,0.422374157,0.453681701,0.514006029,0.557893548,0.609595692,
North Macedonia,-0.032155485,-0.146683972,-0.233201787,-0.233142057,-0.117254562,0.07813456,0.311677841,0.50914603,0.62114215,0.513647494,0.393510415,0.297475395,0.219288818,0.176232762,0.156655294,0.138623354,0.111176871,0.091319589,0.083455185,0.082226596,0.084282115,0.086380594,0.086209706,0.082237124,0.074715496,0.068123807,0.06010463,0.046194989,
Mali,1.82723865,2.172859497,2.4570458,2.640899043,2.689373321,2.65095794,2.594132954,2.576881356,2.602874139,2.811836032,2.927154179,3.017352755,3.100371029,3.173547603,3.233152498,3.294217928,3.337406268,3.329047326,3.261149086,3.158626749,3.044593573,2.952565219,2.901062154,2.901921705,2.935992047,2.975295283,2.999115367,3.007913579,
Malta,0.978313699,2.695092892,1.031640278,0.998755132,0.935263919,0.697143007,0.656524534,0.756792687,0.649936279,0.645267231,0.751106498,0.745506921,0.657732334,0.671628455,0.637436918,0.364336947,0.348755082,0.650655461,0.753906931,0.491182811,0.423700885,0.899209212,1.404050276,1.996754408,2.386395363,2.288615441,2.738662856,3.264720138,
Myanmar,1.471448092,1.333742473,1.213624069,1.145066673,1.143877971,1.187319546,1.24638692,1.285289498,1.288625438,1.159581323,1.076001574,1.005095607,0.932142376,0.859414762,0.790533451,0.714756263,0.647832474,0.619115071,0.640299595,0.694989178,0.767385401,0.826303883,0.849756952,0.822712022,0.762033335,0.689521233,0.633962381,0.608482652,
Montenegro,-0.032812754,0.120809886,0.232144827,0.271440062,0.199581093,0.052816572,-0.115971437,-0.243010698,-0.305295583,-0.027974019,0.402363248,0.400750772,0.399151169,0.177216476,0.147929262,0.124299813,0.138110348,0.177475867,0.214529296,0.183239906,0.105041772,0.084147408,0.097599637,0.097022011,0.056110724,0.023142531,0.011247907,-0.004499011,
Mongolia,1.994630024,1.534401951,1.146645064,0.873863728,0.761195357,0.766237399,0.803889746,0.823940855,0.84964524,0.887923091,0.920495284,0.974043757,1.037909511,1.112927846,1.195877528,1.275541946,1.357140897,1.457356633,1.579392665,1.709445872,1.83843533,1.942381267,2.001051262,2.00339925,1.964550454,1.913251831,1.861276285,1.79600998,
Northern Mariana Islands,4.955545081,1.978034151,-0.40797978,-1.55694105,-0.864780087,1.109246966,3.536040999,5.197066009,5.709292948,3.213674851,1.499501208,0.169606263,-0.812949728,-1.217102868,-1.237404617,-1.17414001,-1.193522777,-1.081544354,-0.79399046,-0.410488354,0.075937883,0.552054059,0.867139583,0.946513983,0.855206185,0.728782877,0.663417067,0.564156498,
Mozambique,1.406174658,2.589814548,3.523386633,4.01051768,3.937219323,3.518039679,3.035216634,2.699626591,2.509928774,2.676309529,2.83852544,2.932489207,2.976679703,2.953464449,2.887865831,2.820144111,2.775188458,2.745479417,2.736925889,2.743721432,2.749233949,2.753116358,2.769039684,2.798568532,2.834860784,2.872120456,2.900629142,2.913458975,
Mauritania,2.611891534,2.599013222,2.587652361,2.574881777,2.55889067,2.543894809,2.529553754,2.524318135,2.541954663,2.644090516,2.707315439,2.762661377,2.805704365,2.83295016,2.84911836,2.859079051,2.870166292,2.884475505,2.905320265,2.926799928,2.945519925,2.954438464,2.949158239,2.927320332,2.893574072,2.856110242,2.818999783,2.780434406,
Mauritius,0.712313471,1.079463625,1.315743114,1.185540614,1.400064494,0.859933461,1.022764541,1.25209761,1.051421625,0.982676166,0.790047581,0.694240135,0.723661766,0.627103982,0.59209966,0.466403526,0.455526401,0.361630847,0.265537673,0.237886693,0.160140421,0.277321026,0.220398692,0.181061469,0.132433083,0.068723138,0.090186811,0.054547267,
Malawi,3.560188966,2.061177883,0.887867949,0.251161384,0.36347657,1.007915331,1.795711094,2.386949286,2.761655365,2.676475988,2.508833906,2.4339583,2.416570938,2.48269491,2.600569615,2.716977602,2.797825936,2.852711626,2.874008503,2.870717182,2.864435231,2.858692113,2.838417615,2.80309477,2.7594617,2.709903551,2.666616388,2.641917288,
Malaysia,2.817284831,2.682055183,2.573093139,2.506094511,2.496693629,2.521352649,2.554063373,2.560848262,2.52711826,2.324616941,2.195503714,2.083956653,2.005612012,1.971754459,1.96526211,1.970866088,1.959194058,1.911365204,1.815674781,1.691027071,1.55799095,1.445660673,1.369113713,1.340490659,1.344947677,1.357864517,1.360192981,1.352511651,
North America,1.174097295,1.335375398,1.375570372,1.305104456,1.220562725,1.182149111,1.158263205,1.190077666,1.138930594,1.100928819,1.004246352,0.947888189,0.867299091,0.930473825,0.928178273,0.973418076,0.95751104,0.963907968,0.906830276,0.860596207,0.753591265,0.77152058,0.732086704,0.764028926,0.740860845,0.767035346,0.697539652,0.701862097,
Namibia,3.327473641,2.98947121,2.71084495,2.483348153,2.333877684,2.239006818,2.158113413,2.061945897,1.959842544,1.726197374,1.608605476,1.515649273,1.4793442,1.511993064,1.589970222,1.688022879,1.769704072,1.821326286,1.825753998,1.801512464,1.769492384,1.750389687,1.749070286,1.77153652,1.807851372,1.846297158,1.872154337,1.882279294,
New Caledonia,2.368989136,2.577967007,2.498715148,2.578822274,2.666625017,2.261522218,1.915332709,1.931976819,1.898767879,1.901374378,1.901793221,1.898811419,1.703765144,1.521461098,1.518467354,1.495754382,1.473710882,1.452307684,1.309615607,1.533215429,1.825085374,1.811679043,1.779440428,1.65510643,1.6098044,1.512006217,1.364718613,1.314666088,
Niger,3.117207612,3.21374592,3.29934014,3.368839145,3.417403394,3.451576909,3.482383094,3.515548561,3.547143466,3.60876885,3.637791569,3.664514485,3.688328598,3.709076163,3.7278624,3.742123504,3.756527931,3.77853074,3.809711497,3.844154032,3.876360997,3.898694473,3.907245338,3.899889965,3.881581481,3.860078795,3.839154453,3.816869199,
Nigeria,2.579309849,2.54594937,2.521577563,2.503346905,2.493413935,2.489914474,2.488916992,2.488785116,2.491318779,2.503846969,2.511616536,2.521515111,2.537254552,2.55966188,2.585689094,2.610843826,2.632173264,2.649864293,2.662916691,2.671442933,2.677883827,2.680913555,2.676900328,2.665019173,2.6474192,2.627702662,2.607676386,2.586545852,
Nicaragua,2.191747239,2.230491183,2.24622747,2.220209019,2.139614247,2.02323844,1.903298999,1.799209366,1.704361966,1.555883066,1.489336824,1.427215419,1.384988584,1.366571663,1.36539626,1.370910713,1.374179594,1.374697898,1.368535989,1.357700656,1.34688315,1.337558375,1.327178181,1.315508853,1.302091432,1.288955673,1.274855157,1.255357967,
Netherlands,0.688603823,0.788031035,0.756056593,0.69699133,0.602938474,0.493927373,0.461395748,0.514767002,0.616640531,0.714770363,0.754840058,0.638291666,0.471814399,0.347475412,0.233663148,0.160613669,0.217521601,0.389292461,0.514284545,0.512923101,0.466428782,0.370055035,0.294820793,0.359828173,0.443220089,0.53217888,0.591203366,0.580410754,
Norway,0.344151413,0.476503585,0.577180268,0.59522933,0.569388228,0.51912552,0.506881683,0.542219936,0.595410343,0.649044821,0.506046911,0.539290805,0.586532692,0.59093094,0.681072964,0.805392739,1.034734515,1.246333015,1.261127289,1.24566618,1.297189391,1.313440989,1.209141589,1.127736677,0.995084737,0.880969815,0.807673182,0.705638419,
Nepal,2.465687227,2.610501583,2.708677105,2.729223392,2.653261058,2.51165238,2.355607559,2.213505458,2.073169994,1.817273368,1.681592739,1.542724377,1.426524776,1.340497508,1.271055309,1.243735705,1.204561266,1.070696422,0.810307142,0.481206223,0.10443136,-0.190907924,-0.266959829,-0.040799013,0.400968922,0.906849996,1.333612899,1.653980239,
Nauru,2.417196961,2.688417659,2.687844944,2.530036018,2.030380068,1.230726507,0.413146128,-0.234532684,-0.773151126,-1.077658847,-1.187246332,-1.112380422,-1.074851112,-0.924815598,-0.536682975,-0.213447253,0.142348778,0.496631031,0.484115923,0.661855605,0.518394143,2.183406957,5.138571156,9.109230951,5.114564154,4.498486084,-1.334638904,-1.344820893,
New Zealand,0.923222729,,1.041735384,1.140231107,1.329237335,1.464363787,1.582661927,1.312358286,0.887279889,0.587564086,0.589286035,1.737174864,1.973558544,1.486219082,1.12877351,1.21898486,0.932407688,0.848701402,0.999728031,1.111726056,0.762479795,0.548220797,0.768347998,1.510339485,1.889045125,2.099356886,2.122962382,1.892735802,
Oman,3.997079532,4.404843941,4.618102351,4.38149975,3.616770661,2.566734117,1.458143514,0.584343373,0.093388485,0.577908105,1.182980461,1.723478993,2.173681819,2.456865875,2.652448284,2.730211888,2.917397634,3.469390162,4.451407873,5.58640038,6.666674659,7.32038057,7.349640007,6.739017689,5.790631303,4.845614386,4.083954207,3.445117966,
